batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,allfalse,sum_or_nothing,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,uniform,sum_or_nothing,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,uniform,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,allfalse,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0970.mwcnf,allfalse,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,uniform,correct_count,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,sum_or_nothing,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,uniform,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,allfalse,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,correct_count,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,allfalse,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,uniform,sum_or_nothing,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,uniform,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0376.mwcnf,allfalse,sum_or_nothing,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,allfalse,correct_count,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,sum_or_nothing,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,uniform,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,allfalse,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0998.mwcnf,uniform,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,allfalse,correct_count,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,allfalse,sum_or_nothing,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0580.mwcnf,uniform,sum_or_nothing,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0296.mwcnf,allfalse,sum_or_nothing,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,allfalse,correct_count,0.662226676940918
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,uniform,correct_count,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,uniform,correct_count,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,uniform,correct_count,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,sum_or_nothing,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,uniform,sum_or_nothing,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0368.mwcnf,uniform,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0820.mwcnf,uniform,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,allfalse,sum_or_nothing,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0970.mwcnf,allfalse,correct_count,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,uniform,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,uniform,sum_or_nothing,
5,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,allfalse,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,uniform,correct_count,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,allfalse,correct_count,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,allfalse,sum_or_nothing,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,uniform,correct_count,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,correct_count,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0337.mwcnf,uniform,correct_count,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,uniform,sum_or_nothing,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0820.mwcnf,allfalse,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0276.mwcnf,uniform,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,allfalse,sum_or_nothing,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0296.mwcnf,allfalse,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,allfalse,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,allfalse,sum_or_nothing,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0284.mwcnf,allfalse,sum_or_nothing,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,allfalse,correct_count,0.4864504337310791
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,allfalse,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,uniform,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,correct_count,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,sum_or_nothing,
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0112.mwcnf,allfalse,sum_or_nothing,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,allfalse,correct_count,1.4735143184661865
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,uniform,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,allfalse,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,allfalse,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0543.mwcnf,allfalse,correct_count,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,allfalse,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,uniform,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,allfalse,correct_count,
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,sum_or_nothing,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,uniform,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,uniform,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,allfalse,sum_or_nothing,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,correct_count,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,allfalse,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,allfalse,correct_count,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0575.mwcnf,allfalse,correct_count,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0707.mwcnf,allfalse,correct_count,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0840.mwcnf,allfalse,sum_or_nothing,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,allfalse,correct_count,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,allfalse,correct_count,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,correct_count,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,uniform,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0580.mwcnf,allfalse,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,allfalse,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,allfalse,correct_count,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,allfalse,correct_count,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0707.mwcnf,uniform,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0376.mwcnf,uniform,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,allfalse,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,allfalse,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0296.mwcnf,allfalse,correct_count,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,uniform,correct_count,1.4951226711273193
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,allfalse,correct_count,0.7959134578704834
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,uniform,correct_count,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,uniform,correct_count,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,uniform,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0166.mwcnf,uniform,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,allfalse,sum_or_nothing,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,allfalse,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,correct_count,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0276.mwcnf,uniform,sum_or_nothing,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0165.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,allfalse,correct_count,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,allfalse,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0575.mwcnf,uniform,correct_count,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,allfalse,sum_or_nothing,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,correct_count,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,sum_or_nothing,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,correct_count,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,uniform,sum_or_nothing,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,allfalse,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,correct_count,1.5740623474121094
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,uniform,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0820.mwcnf,uniform,correct_count,
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,allfalse,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,uniform,correct_count,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,uniform,correct_count,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,uniform,correct_count,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,allfalse,sum_or_nothing,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0940.mwcnf,uniform,sum_or_nothing,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0870.mwcnf,uniform,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,uniform,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,uniform,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0940.mwcnf,allfalse,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0483.mwcnf,allfalse,correct_count,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,allfalse,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,allfalse,sum_or_nothing,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,allfalse,sum_or_nothing,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0806.mwcnf,allfalse,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,uniform,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,uniform,sum_or_nothing,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0707.mwcnf,uniform,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0707.mwcnf,allfalse,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,uniform,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,uniform,sum_or_nothing,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,allfalse,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0199.mwcnf,allfalse,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,allfalse,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,allfalse,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0284.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,allfalse,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,uniform,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,correct_count,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,uniform,sum_or_nothing,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,allfalse,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,allfalse,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,uniform,sum_or_nothing,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0293.mwcnf,uniform,correct_count,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,uniform,correct_count,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,allfalse,sum_or_nothing,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,uniform,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,uniform,correct_count,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,correct_count,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0806.mwcnf,uniform,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,allfalse,correct_count,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,allfalse,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0165.mwcnf,uniform,sum_or_nothing,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,allfalse,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,allfalse,correct_count,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,allfalse,correct_count,1.2309565544128418
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,uniform,sum_or_nothing,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,sum_or_nothing,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,uniform,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0806.mwcnf,allfalse,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,correct_count,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,uniform,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,uniform,correct_count,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,allfalse,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0337.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,uniform,sum_or_nothing,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,uniform,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0296.mwcnf,uniform,sum_or_nothing,
80,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0276.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,uniform,correct_count,0.4953341484069824
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-042.mwcnf,allfalse,correct_count,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,uniform,sum_or_nothing,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,uniform,correct_count,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,allfalse,correct_count,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,uniform,correct_count,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,allfalse,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,allfalse,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,uniform,sum_or_nothing,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0115.mwcnf,uniform,sum_or_nothing,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,allfalse,correct_count,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,uniform,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,allfalse,correct_count,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,uniform,sum_or_nothing,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0575.mwcnf,uniform,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,uniform,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0870.mwcnf,uniform,sum_or_nothing,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,allfalse,correct_count,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0112.mwcnf,uniform,correct_count,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,uniform,sum_or_nothing,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0901.mwcnf,uniform,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0664.mwcnf,uniform,correct_count,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,allfalse,correct_count,1.7683765888214111
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,uniform,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,allfalse,sum_or_nothing,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,uniform,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,uniform,sum_or_nothing,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,uniform,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,allfalse,correct_count,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,allfalse,correct_count,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,correct_count,
5,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0940.mwcnf,uniform,sum_or_nothing,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0376.mwcnf,uniform,sum_or_nothing,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0337.mwcnf,uniform,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,allfalse,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,uniform,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,allfalse,sum_or_nothing,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,uniform,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,allfalse,sum_or_nothing,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,allfalse,sum_or_nothing,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,allfalse,sum_or_nothing,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,uniform,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,uniform,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,uniform,correct_count,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,uniform,sum_or_nothing,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,uniform,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,uniform,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,allfalse,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,allfalse,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,correct_count,1.7286300659179688
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0940.mwcnf,allfalse,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0803.mwcnf,uniform,sum_or_nothing,
